smi,h,f,spe,zpe,u
CCC(=N)C(C)C=O,-364.87530091898,-364.92083091898,-365.04894391898,-364.88578991898,-364.87624491898
C=C(N)CC,-212.33526728163,-212.37174328163,-212.46824628163,-212.34253728163,-212.33621128163
C=CN(CC1=CN=CC=N1)C(=N)OC(=O)NC=O,-886.53025886459,-886.59658386459,-886.76642186459,-886.54789986459,-886.53120286459
C=C1C(NC(C)=O)C1(C)N,-458.24164306803,-458.29255406803,-458.43909106803,-458.25444106803,-458.24258706803
CNC(C)(C)C(=O)NO,-457.29031996531,-457.33702996530997,-457.48187996531,-457.30193696531,-457.29126396531
CC(=O)OC(C)C=N,-400.83863681157004,-400.88388381157,-400.98856681157,-400.84885581157005,-400.83958081157004
COCC(O)(CN=O)C(=N)C(C)C,-648.97933042763,-649.0359404276301,-649.24129342763,-648.99481042763,-648.98027442763
CN=CNNC(=O)C(COO)C1CO1,-739.04018271913,-739.09867771913,-739.27345371913,-739.05587171913,-739.04112771913
CONC(CC=NN(C)C=O)C(=O)O,-739.13187475189,-739.19404475189,-739.36483875189,-739.14840475189,-739.13281875189
O=C(O)CC=NO,-397.48580991417,-397.52660191417,-397.58229991417,-397.49401691417,-397.48675391417
CC(=O)OC(=O)CCC(C)(CN=C=O)ON,-836.43131318183,-836.4958061818301,-836.68804518183,-836.44981718183,-836.43225718183
COC(=O)CC(C(=O)CN)N(N)CN1C=CN=C1,-890.03317189602,-890.10040789602,-890.34193289602,-890.05254489602,-890.03411589602
C=NOCC=CNN=O,-470.86300117476003,-470.90957317476,-470.99385917476,-470.87353317476004,-470.86394517476003
C=CC(=CO)OC1COCOC1,-612.45259440164,-612.50294940164,-612.66339040164,-612.46497640164,-612.45353940164
C=NOC=CC(=O)NN1COC1,-623.41271835768,-623.4651513576799,-623.58640035768,-623.4254883576799,-623.41366235768
CC=NOC=C(C)N(O)OC1CNCO1,-778.2687701953,-778.3323201953,-778.5300811953,-778.2858531953,-778.2697151953
C=C(COO)CN1CCCCO1,-593.64108288354,-593.69132688354,-593.88652888354,-593.65368588354,-593.64202788354
CC(=N)C=C(C)N(N)OC1CNCO1,-683.25897723665,-683.31815723665,-683.52983223665,-683.27490123665,-683.25992123665
CN=C(C)OC(NC(C)=N)C1CC1C,-631.3495868450201,-631.41337384502,-631.65458684502,-631.3673388450201,-631.3505318450201
N,-56.495233144219,-56.518116144219,-56.533268144219,-56.499050144219,-56.496178144219
CC(=N)C1(CC(N)=O)C(CC(C)=NO)N1C,-760.65400158007,-760.7181575800699,-760.95904158007,-760.67291758007,-760.65494658007
CC=C(N)NN(C=O)C(C)=O,-549.52108640516,-549.57397840516,-549.71250540516,-549.53463540516,-549.52203040516
COC(=O)N1C(=O)CC(=N)N1C1CNCNC1,-850.77106728454,-850.8322822845399,-851.05069828454,-850.78798428454,-850.77201128454
N#CCC1=C=C=C(CC(=O)O)O1,-587.73651009072,-587.78857209072,-587.86342209072,-587.7487080907199,-587.73745409072
C=C(N)C=C(N)N,-321.78547820042,-321.82552320042,-321.93203120042,-321.79417620042,-321.78642220042
C#CC(C)(CON=C(C)C)C(=O)OCNC=O,-838.49070172748,-838.55967772748,-838.77578072748,-838.5107097274799,-838.49164572748
N=C(C=NN=CN)C(O)O,-526.2915885577801,-526.34060155778,-526.44244455778,-526.3033825577801,-526.2925335577801
CNCC1=CN=CO1,-379.74251557559,-379.78389857559,-379.88321657559,-379.75102957559,-379.74345957559
CN(C)C(=O)NC=NC(=O)OC1OO1,-773.88654962771,-773.94462862771,-774.07146262771,-773.90188362771,-773.88749362771
CC(NOC1CNN1)=C(C=N)NC1=CC=NN1,-809.66836711256,-809.7306091125599,-809.94762711256,-809.68573511256,-809.66931111256
CNC(ON1C=CN=C1)C(C)NO,-643.9950359730101,-644.05026597301,-644.23582597301,-644.00964697301,-643.99597997301
C=CC(=C)OC1COCOC1,-537.25151994052,-537.29935094052,-537.45622394052,-537.26288294052,-537.25246494052
NC(=O)C=COCC1COCN1,-608.66553733128,-608.7199233312799,-608.87845133128,-608.67886833128,-608.66648133128
CN=C(C)C(C)=C(C)N,-384.23971419172,-384.28912219172,-384.45455919172,-384.25234419172,-384.24065819172
CNC(=O)C=C(C)N,-380.97310063866,-381.01600363866,-381.13491863866,-380.98280063866,-380.97404463866
CC(=O)N(C=O)OC1CO1,-549.9778978001,-550.0250708001,-550.1140468001,-549.9888628001,-549.9788418001
N=C(O)N(C=CN(C=O)C=O)CC1CCOO1,-890.46621903097,-890.53061003097,-890.71782903097,-890.48392303097,-890.46716403097
N=CCNN(N)N,-354.97673212942,-355.01866812942,-355.12254812942,-354.98583412942,-354.97767612942
CN(C)C=C(N)C(O)O,-457.3015534508,-457.3487834508,-457.4935574508,-457.3130274508,-457.3024974508
CC(N)=CC(=N)N,-321.80965369796,-321.85121769796,-321.95528169796,-321.81894169796,-321.81059769796
CC(=O)NC(=O)ON,-452.82829354951,-452.87223654951,-452.94337154951,-452.83804154951,-452.82923754951
CNC(CCC(=O)CO)=NC(N)=O,-664.04449768244,-664.09995468244,-664.27417768244,-664.05929868244,-664.04544268244
NNC1(CC=NO)NC1C1=CC=NC=N1,-715.1509084018401,-715.20735740184,-715.38215140184,-715.16591340184,-715.1518524018401
CN(C=O)NC(=N)C=CC1CCCCC1,-669.43184291442,-669.49334391442,-669.74614991442,-669.44838391442,-669.43278691442
CN=NC(C)(CN=C(C)N)ON=C(C)N,-718.7058786773199,-718.7704386773199,-719.00286667732,-718.7246856773199,-718.7068236773199
C=NC(C=O)=CC1=NC=CO1,-529.8961626515,-529.9430926515,-530.0288656515,-529.9068566515,-529.8971066515
CNC(=O)NC(=O)C(O)CCC1=CC=NC=N1,-833.63684202713,-833.6989200271299,-833.90495702713,-833.65377202713,-833.63778602713
CCC(N)=CN(C)N,-362.18454254949,-362.22983254948997,-362.38366354949,-362.19533554949,-362.18548754949
CC(=O)C(C)=CO,-345.50547747379,-345.54685147379,-345.63711947379,-345.51456847379,-345.50642147379
CC=NN=CC(C)C(CC)=NC(C)=O,-630.15515825892,-630.21673425892,-630.43509625892,-630.17254125892,-630.15610325892
CC=NC,-173.06974156908998,-173.10320456909,-173.17186156909,-173.07599056909,-173.07068656909
C=NOC=CC,-286.2817704434,-286.3213394434,-286.3948974434,-286.2898454434,-286.2827144434
C=C(N)N(C)C(N)=O,-397.01800434363,-397.06088834363004,-397.16982034363,-397.02774634363004,-397.01894834363003
CN(C)C(=O)NC(N)=NCN=N,-601.01305299971,-601.06926099971,-601.22496399971,-601.02759199971,-601.01399699971
CC(=N)CC1(C)NO1,-380.86094124207,-380.90486624207,-381.02242824207,-380.87080424207,-380.86188524207
C=C(CC=O)C(=N)C=CNC1OCCCO1,-763.31794065172,-763.3796226517201,-763.60098965172,-763.3344056517201,-763.31888465172
CCC=C(O)C(C)=N,-364.86486736106997,-364.91101936107,-365.03880536107,-364.87562436107,-364.86581136107
CN=NNC(C)=C(N)N,-432.35765258818003,-432.40523658818,-432.53779458818,-432.36934858818,-432.35859658818003
CC(=O)OCC=O,-381.46552235452003,-381.50786735452004,-381.57282935452,-381.47433635452,-381.46646635452004
N=NC(C=C(O)OC(N)=O)C1COCN1,-793.29454890536,-793.3552239053599,-793.52344290536,-793.3105579053599,-793.29549390536
CNC(=O)CC(=O)C(=CC1=CN=CN1)NC=O,-832.42181961975,-832.4868926197499,-832.66492261975,-832.43928161975,-832.42276461975
C=C(CC1CCOO1)OC(CC1=CC=NN=C1)NN,-911.89877892452,-911.9643089245201,-912.22404992452,-911.91758692452,-911.89972292452
CNON,-226.15038902138,-226.18393302138,-226.24121502138,-226.15658202138,-226.15133402138
NNN,-167.05206772612001,-167.08191872612,-167.12761972612,-167.05697172612,-167.05301172612
CC(=O)C(=CC1=NOC=C1)OC1=CN=CN=C1,-813.8988144515699,-813.95943745157,-814.10363245157,-813.91439045157,-813.8997584515699
C=CC,-117.75093322824,-117.78095922824001,-117.83546322824,-117.75595322824,-117.75187722824
NCC1=NC=CN1,-320.62071145714003,-320.65826245714004,-320.74463645714,-320.62799945714,-320.62165545714004
NC(=O)OC1=CNN=C1,-469.85411150588,-469.89520450588003,-469.96532550588,-469.86242050588,-469.85505550588
O=COC(=O)NNC(=O)CCN=O,-734.65345886892,-734.7089218689199,-734.80868686892,-734.6673498689199,-734.65440286892
CC=NOCNC(C)=CC=NC1=CON=C1,-758.22792953636,-758.29173053636,-758.48507653636,-758.24522553636,-758.22887353636
CON=C(C)CC(N)=NNC=N,-584.88358100188,-584.93994400188,-585.10558000188,-584.89861500188,-584.88452600188
CN=CN(C)NC(=NC(=O)OC1=NOC=C1)OC,-924.73715984159,-924.80636884159,-924.99414384159,-924.75666384159,-924.73810384159
N=CNC(=NO)NC=CC1NCCO1,-698.17110209772,-698.22719909772,-698.40858509772,-698.18592509772,-698.17204609772
CNC(=N)OC(O)C(=CN(C)C)NC1=CC=NN=C1,-908.19488012547,-908.26464512547,-908.52012812547,-908.21532812547,-908.19582412547
CC=C(NC(C)=N)OC(=N)N,-529.65232176012,-529.7059727601201,-529.85696176012,-529.66603776012,-529.65326576012
N=C1C=C1C1=NOC=C1,-415.34047439117,-415.38133339117,-415.43770539117,-415.34867739117004,-415.34141839117
NC(N)COC(=O)O,-454.04065369521004,-454.08383669521004,-454.18144569521,-454.05022169521004,-454.04159769521004
CC(CN)C(NN=N)C(=N)ON,-602.08773192211,-602.14304692211,-602.32355592211,-602.10238592211,-602.08867592211
C=NOONC(=O)C(C)(O)CON=CC,-814.17368517196,-814.23775217196,-814.40714717196,-814.19163517196,-814.17463017196
CC=C=NC(C)=O,-324.41631102661,-324.45944802661,-324.53566902661,-324.42565702661,-324.41725502661
C=C(N)OC1CNN1,-396.90856948393997,-396.95067348393997,-397.06078448394,-396.91770348394,-396.90951348394
C=CC(=C)C(CCN=CC)OC1=CC=NO1,-726.1441236343601,-726.20744563436,-726.42479963436,-726.1613346343601,-726.1450676343601
O=CCCC(=O)NC1CCOCO1,-667.83936282502,-667.89337282502,-668.06913282502,-667.85280282502,-667.84030682502
COCN=CNC(=O)OC1CCON1,-739.15275286117,-739.21128086117,-739.38808286117,-739.16794686117,-739.15369786117
COCC(NC(N)=O)OC1CNN1,-681.18391427523,-681.23949227523,-681.42640327523,-681.19858627523,-681.18485827523
CN(OC1=COC=N1)C(N)=CC1=CC=CN=N1,-811.20619072688,-811.26524572688,-811.43550772688,-811.22181072688,-811.20713472688
CC(=O)N(CNCC1CCCNO1)C(C)=O,-781.75653371537,-781.81847871537,-782.07588371537,-781.77378671537,-781.75747771537
CN(C)CN=C(O)O,-418.06928720445,-418.11181620445,-418.23217320445,-418.07881420445,-418.07023220445
C=C(C)ON,-248.21497908066002,-248.25151108066,-248.32325608066,-248.22222308066,-248.21592308066
C=C(CO)C(C)=N,-325.5951610364,-325.6362020364,-325.7397040364,-325.6040940364,-325.5961050364
N=NN(CN1CCNC1)NC1=CC=CN=N1,-750.54772127606,-750.60560327606,-750.80901227606,-750.56293227606,-750.54866627606
CC=NCC(C)=NO,-380.87442415656,-380.92102415656,-381.03582615656,-380.88511515656,-380.87536815656
C=CCCN=O,-286.26558664091,-286.30451564091,-286.37876264091,-286.27340164091,-286.26653064091
CC(=O)OCC(C)(C=CC(=O)OC=O)CC=O,-878.36676424394,-878.43640224394,-878.62720424394,-878.38647724394,-878.36770924394
CNCC12NC1NCC2C#N,-492.47408684123,-492.52136584123,-492.68180384123,-492.48549484123004,-492.47503084123
CC(C#N)C(NN=O)OCC1=CC=NN=C1,-773.11901641808,-773.17993441808,-773.34197041808,-773.13523341808,-773.11996041808
C=NCC(CC1=NC=CN1)N(C)CC1=COC=N1,-815.77319730135,-815.83655630135,-816.08220630135,-815.79077930135,-815.77414230135
C=C(C)C(=N)C=CN,-343.78649686155995,-343.83049586156,-343.94942286156,-343.79663286156,-343.78744086155996
CC(=O)C(CN=CN)CC(=O)OC=O,-721.99494937742,-722.05539837742,-722.21602637742,-722.01118637742,-721.99589337742
N#CCC(=NNN)OC1=CN=CC=N1,-674.7417015739001,-674.7978045739001,-674.9187625739,-674.7554995739,-674.7426465739001
CONC(=NC(C)=N)OC(=O)NC=O,-754.0426117965001,-754.1009227965001,-754.2398547965,-754.0584037965,-754.0435557965001
C=CC(CC=CC(=O)OC)=NO,-591.38218215955,-591.43767715955,-591.57970615955,-591.3962441595501,-591.38312615955
O=CCO,-228.90272420630998,-228.93501720631,-228.96886820631,-228.90825020631,-228.90366820631
CC(=O)N(C#CN(C=N)CC1C=CC=C1)C=O,-779.11324143744,-779.17863143744,-779.36519643744,-779.13118943744,-779.11418543744
C=C(C)C(O)(O)CN,-402.00064965964,-402.04435165964,-402.17467965964,-402.01099865964,-402.00159365964
CN=CNNNC(=O)N=C(C)CC(C)=O,-737.46779773427,-737.5313957342701,-737.73088773427,-737.48573973427,-737.46874273427
NC(=O)ON1N2CC1(CC1OCCO1)N2,-793.1534342136599,-793.20826821366,-793.38139721366,-793.16772021366,-793.1543792136599
CC(COC1CNCO1)C(=N)C=CC1CCONC1,-898.27373128124,-898.34209428124,-898.66020528124,-898.29352228124,-898.27467528124
N#CCNC(=N)C=NOO,-525.00089253918,-525.05050353918,-525.12663853918,-525.01262353918,-525.00183653918
CC(=N)C=NC(O)=CNC=O,-548.3476249761001,-548.3993249761,-548.5160029761,-548.3604039761,-548.3485689761001
CC(=O)CN(N)N,-358.85674292966996,-358.89849392967,-359.00168192967,-358.86595292966996,-358.85768692966997
COC(C)(O)O,-344.5638339719,-344.6032569719,-344.6887879719,-344.5723619719,-344.5647779719
CC(=NN=C=O)OC(=CN)CNC=O,-716.9320038297201,-716.9923088297201,-717.13073082972,-716.9480388297201,-716.9329488297201
O=CNON1CCCCN1,-511.34447391308004,-511.39048691308005,-511.53155091308,-511.35525291308005,-511.34541791308004
O=CCC=NO,-322.24516531201,-322.28398631201003,-322.33494431201,-322.25279431201,-322.24610931201
CCC(=NN(C=O)C=O)C(C(=O)NC(C)=O)N(C)C#N,-1002.1620934521001,-1002.2351134521001,-1002.4550564521,-1002.1844154521001,-1002.1630374521001
COCN=N,-264.27316277436,-264.30868177435997,-264.36969277436,-264.27983877436,-264.27410677435995
C=NOC=C(C=N)CC1NN1,-528.31208252801,-528.36241552801,-528.49247852801,-528.32428352801,-528.31302752801
N=C(C=CC1CCNO1)NCN=C=O,-680.94868487322,-681.0068038732201,-681.17386987322,-680.9633418732201,-680.94962887322
CC=NOC=CC(C)=CC=NC,-535.51930228136,-535.57697528136,-535.75083828136,-535.53455028136,-535.52024728136
NC(=O)OC(=O)C1C(C2COCN2)N1N,-793.29947704411,-793.35889604411,-793.52991304411,-793.31503004411,-793.30042104411
CC(=O)OC(=O)CC(=NN)C(=O)CC(N)=O,-851.34780956969,-851.40965356969,-851.56960956969,-851.3651535696899,-851.34875456969
N#CCONC=O,-376.37908898919,-376.41954898919005,-376.46384598919,-376.38731398919003,-376.38003298919
C=C(C)C(=C)C,-234.34176658543,-234.38004258543,-234.49147858543,-234.34972758543,-234.34271058543
C=CC(CC(=O)CN=CN)OC1CCOCN1,-819.82004952231,-819.8839145223101,-820.14558752231,-819.8381255223101,-819.82099452231
CC(O)CC=O,-307.4298646832,-307.46800468320004,-307.5556416832,-307.4376696832,-307.4308086832
CC(=O)NC(=O)CN=NC(C)C(C)(C)O,-742.51717969049,-742.58022869049,-742.80239169049,-742.5351316904901,-742.51812469049
CN(C)C(=N)C=CN,-361.03347389242,-361.07826589242,-361.20899289242,-361.04406789242,-361.03441889242
C=CC(=CC1=CON=C1)CC(C)=CN1CCCOC1,-842.73338801021,-842.80074001021,-843.08237001021,-842.7524150102099,-842.73433201021
C#CCN=CC,-249.16549822342,-249.20414222342,-249.27910622342,-249.17350222342,-249.16644222342
CN=C(N)NC(N)=NNC1COCCO1,-754.7126473802599,-754.77344538026,-754.99082138026,-754.72929038026,-754.7135923802599
CN=CN(C)C=NN,-377.05102535945,-377.09584435945004,-377.21427835945,-377.06150135945,-377.05196935945
O=C=NOC(=O)NC=NCC(=O)NC=O,-826.90961933766,-826.97081933766,-827.06552633766,-826.92543933766,-826.91056333766
C=C=NC(=O)OC=O,-434.38499443757996,-434.42728643758,-434.46192143758,-434.39383543758,-434.38593843757997
C=CCN1CO1,-286.25044171401,-286.28795271401003,-286.36430971401,-286.25768271401,-286.25138671401
CN=CNCC(CC1CCONC1)OON=O,-872.80124313481,-872.86498513481,-873.11157413481,-872.81968213481,-872.80218713481
CC(C(N)N)C(C)N(O)OCC1NCN1,-740.9013476867499,-740.96331168675,-741.23787068675,-740.91879468675,-740.9022916867499
CC(=O)N(C=O)OCN(C=O)NN=C(C)N,-848.59469521298,-848.65863221298,-848.83955421298,-848.61276421298,-848.59564021298
CC(C)=NOCC(C)O,-441.2201035708,-441.2688475708,-441.4223085708,-441.2320605708,-441.2210475708
CC(=O)NNC(C=O)=CC(=O)NN1CCCCO1,-909.8482041641399,-909.91653816414,-910.14163716414,-909.86755716414,-909.8491481641399
CCC(=N)CC=N,-305.71718940695,-305.76011340695004,-305.87429240695,-305.72640840695004,-305.71813340695
CC(=O)N(C=O)ON(CC(O)O)OCC(=O)OC=O,-1097.8702368170002,-1097.942381817,-1098.116087817,-1097.8913518170002,-1097.8711818170002
CC(=O)CN(NO)NC1=CC=NN1,-658.87290422039,-658.9246162203899,-659.07819422039,-658.88622122039,-658.87384822039
CC(C)=NOC(N)N=CNC=O,-604.82245845981,-604.87803645981,-605.03193745981,-604.8368974598101,-604.82340245981
NC(=O)CCC=NO,-416.85649425450003,-416.89940925450003,-416.9954192545,-416.8659022545,-416.8574392545
C=C(C)CC(COO)=NC1CNCCN1,-706.4407339906,-706.5005579906,-706.7528429906,-706.4572369906,-706.4416779906
CN(C)C(=O)OC(C=O)(CC=O)CN=C=O,-835.27354587358,-835.33868087358,-835.50644487358,-835.29193187358,-835.27448987358
CC(=O)N(C)C(=N)N,-397.02929428757,-397.07276928757,-397.18077028757,-397.03908128757,-397.03023828757
C=NC(C)(O)C=NC,-380.91285530723,-380.95647430723,-381.07361230723,-380.92295430723,-380.91379930723
CC(C)=NOC=CO,-400.75813894187,-400.80281594187,-400.90694094187,-400.76830094187,-400.75908294187
C=CN(CN=CC)N(C)CN(C)C(C)=O,-686.6322566354801,-686.6962026354801,-686.95409963548,-686.65101463548,-686.63320063548
CON(O)C(CC(C)=O)C(C)CN1CCCO1,-841.94585374079,-842.01396874079,-842.30247774079,-841.96575174079,-841.94679774079
CONN(C)C(=O)NCC#N,-565.51965033034,-565.57342633034,-565.70030833034,-565.53311533034,-565.52059433034
CC(O)=C(N)N,-303.59341289136,-303.63228389136,-303.72062489136,-303.60182289136,-303.59435789136
CN=CNCN,-283.70636031747,-283.74571431747,-283.84679531747,-283.71470931747,-283.70730431747
C=C(CC(N)=O)C(=CN1CCNC1)CC(=O)N(C)C,-877.3131883597,-877.3838173597,-877.6872583597,-877.3343983597,-877.3141323597
C=C(CN(C)C=O)N(C)COC(C)=O,-687.21171178051,-687.27191978051,-687.48085578051,-687.2284857805099,-687.21265678051
C=C=CCO,-230.98647735351,-231.02249335351001,-231.08222935351,-230.99342335351,-230.98742135351
CN=C(C)N,-228.40277035543,-228.44060735543,-228.52435035543,-228.41040835542998,-228.40371535543
CNCC1=CN=CC=N1,-397.94417911022,-397.98737211021995,-398.10360311022,-397.95334511021997,-397.94512311022
CC(=O)N(C=CCC(N)C(=O)NC1=NOC=C1)C(C)=O,-986.1006120025299,-986.17245500253,-986.40687700253,-986.12149900253,-986.10155600253
CC=C=N,-171.86526898145,-171.89791198145,-171.94366098145,-171.87107698145,-171.86621298145
CCC(C)C(=N)C=O,-364.87396207375997,-364.91840807375996,-365.04810307376,-364.88423207376,-364.87490607376
C=C(N)NNC=N,-337.80381219422003,-337.84407419422,-337.93820719422,-337.81238919422003,-337.80475719422003
CC=C(CON=C(C)C)C(=N)C(C)=N,-630.11201196397,-630.1751579639699,-630.39141996397,-630.1296709639699,-630.11295696397
O=COON=C(OC=O)OC=O,-735.07918349715,-735.13265549715,-735.17638149715,-735.09213949715,-735.08012749715
C=C(O)N(C)C,-287.5224450317,-287.5612540317,-287.6605180317,-287.5306740317,-287.5233890317
C=COC(=C)C=O,-344.27729405244,-344.31753005244,-344.38419605244,-344.28561605244,-344.27823805244003
C=C(NC(=O)OC)N(CC)OC(=N)N(C)C,-797.78320412595,-797.85156612595,-798.08719712595,-797.8029051259499,-797.78414912595
ON=CN=CC1C(=CN2CCNCC2)N1O,-775.37151494973,-775.43164294973,-775.64156194973,-775.3879729497299,-775.37245894973
CC(=O)NCC(O)N(C)CN=C=O,-664.03094824228,-664.0883852422801,-664.26040924228,-664.04631524228,-664.03189224228
CC(=O)N(NCC=N)OC1CCON1,-719.17346492048,-719.22976592048,-719.41945992048,-719.18850192048,-719.17440892048
NO,-131.63251943699,-131.65913243699,-131.67683843699,-131.63666743699002,-131.63346343699
CC(=N)C(CC=CN(C)C)=NC(C)=O,-630.1699091305201,-630.2319491305201,-630.45053513052,-630.18731213052,-630.1708531305201
O=C=NCC=NN=C=O,-468.63369167332996,-468.67876367332997,-468.71923867333,-468.64335267332996,-468.63463667332996
C=CN(N)N(CC1C=CC=C1)C(O)O,-666.02905318552,-666.08531618552,-666.28728518552,-666.04394918552,-666.02999818552
CN=C(N)NNC(=CN(C=O)C(C)=O)N(C)C,-832.05754147291,-832.12667547291,-832.36885247291,-832.07819147291,-832.05848547291
NC(N)NO,-281.52718914929,-281.56291814929,-281.63814614929,-281.53420014929,-281.52813314929
CN=CN(C)N1CC1C(NC(=N)N(C)C)C(=O)O,-871.2748208396899,-871.34541383969,-871.61607283969,-871.29596783969,-871.2757658396899
C=CC(C)C(NN=CC)ON=C(C)C,-631.2755897804,-631.3401427804,-631.5779617804,-631.2937997803999,-631.2765347804
C=C(C=C(N)NCC(C)=O)OC1=NC=CO1,-778.20743409374,-778.26801609374,-778.45345209374,-778.22398609374,-778.20837809374
N=NO,-185.75569460047998,-185.78385660048,-185.79305260048,-185.75984160048,-185.75663860048
CO,-115.62273194402,-115.64975694402,-115.67801794402,-115.62700494402,-115.62367594402
COCOC(=CC(C)=NO)CN=C(C)C,-726.3728679815,-726.4392959815001,-726.6703139815,-726.3917459815001,-726.3738119815
NNCC=NO,-319.56202174733,-319.60080874733,-319.67794174733,-319.56994774733,-319.56296674733
COC=CC=C(N)CN,-420.15733219072,-420.20713319072,-420.35088819072,-420.16930919072,-420.15827619072
CC(C)=NNOC(N)=CC(=O)OC=N,-718.07118214251,-718.13187314251,-718.29152014251,-718.08763114251,-718.07212614251
CN=CNCC1=C(NC2=CN=CN=C2)C(O)N1N,-847.8388083431701,-847.90343934317,-848.12407034317,-847.85715534317,-847.8397523431701
NC(=O)C=CC(=CC1CCCOO1)OC=O,-819.10528234046,-819.16441934046,-819.35090634046,-819.1214723404601,-819.10622634046
CNCC1=COC=N1,-379.74211902285,-379.78331602285,-379.88285802285,-379.75059102284996,-379.74306302285
C=C1C=C=NC1=N,-302.03837928389,-302.07472728389,-302.12153628389,-302.04529128389004,-302.03932328389
C=C(COC=O)C(=C)CN1CN1,-571.45276878611,-571.5048177861099,-571.66226378611,-571.46589278611,-571.4537127861099
N=CCC1=CC=NC=N1,-396.76967210749996,-396.8118891075,-396.9051761075,-396.77829510749996,-396.77061610749996
CC(C=O)N(N)O,-378.72041922702005,-378.76073422702,-378.85206922702,-378.72917122702,-378.72136322702005
