smi,h,f,spe
C=NC=CN(C=O)C(C)=O,-493.407184,-493.455185,-493.556897
O=CNC(O)(O)O,-434.970453,-435.009309,-435.066678
C=NC(C=O)=CN=C(C)N,-473.513457,-473.561256,-473.67548
C=NC=CN=C(C)N,-360.149093,-360.193328,-360.299184
O=CNC(O)O,-359.708143,-359.745488,-359.799825
C=NC(C=O)=CC(N)=NC,-473.491051,-473.539388,-473.652725
C=NC=CC(N)=NC,-360.136036,-360.180418,-360.28641
CC(=O)NCNC=O,-417.251768,-417.297263,-417.391832
C=NC(C=O)=CC(C)=NO,-493.330219,-493.378327,-493.478928
C=NC=CC(C)=NO,-379.98487,-380.028465,-380.122548
CNCNC=O,-303.855197,-303.894204,-303.983521
C=NC(C=O)=CON=CC,-493.325411,-493.374788,-493.473242
C=NC=CON=CC,-379.965019,-380.009596,-380.101607
C=NC(C=O)=CO,-360.623963,-360.664173,-360.720337
C=NCN,-189.276266,-189.308516,-189.368215
C=NC=CO,-247.262962,-247.297279,-247.3474
C=NCNC=O,-302.649888,-302.687635,-302.753413
C=NC(C=O)=CNC=O,-454.111428,-454.154987,-454.231946
C=NC=CNC=O,-340.756483,-340.79595,-340.865746
NC(N)(N)NC=O,-375.292603,-375.332336,-375.427882
C=NC(C=O)=CC1=CN=CN1,-510.429805,-510.475229,-510.575541
C=NC=CC1=CN=CN1,-397.069399,-397.112085,-397.203565
NC(N)NC=O,-319.926287,-319.964098,-320.043555
C=NC(C=O)=CN1CO1,-453.982427,-454.026277,-454.101043
C=NC=CN1CO1,-340.632397,-340.671446,-340.739641
NCNC=O,-264.565553,-264.600985,-264.664539
C=NC(C=O)=CC1=CC=CC=C1,-516.418835,-516.467346,-516.594543
C=NC=CC1=CC=CC=C1,-403.071571,-403.116557,-403.235576
C=NC(C=O)=CC1CNN1,-473.408367,-473.454731,-473.571443
C=NC=CC1CNN1,-360.056324,-360.098521,-360.207815
CN(C)CNC=O,-343.149723,-343.191495,-343.306978
COCNC=O,-323.74016,-323.778976,-323.855764
C=NC(C=O)=CNC(C)=O,-493.425382,-493.475062,-493.575416
C=NC=CNC(C)=O,-380.067454,-380.109418,-380.205032
C=NC(C=O)=CC1C=CC=C1,-478.262207,-478.310152,-478.430125
C=NC=CC1C=CC=C1,-364.912261,-364.955259,-365.068669
C=NC(C=O)=CN1CCCN1,-512.763433,-512.811956,-512.957347
C=NC=CN1CCCN1,-399.399632,-399.443427,-399.581529
COC(=O)CNC=O,-437.125918,-437.170799,-437.252973
C=NC(C=O)=CC1=CC=NN1,-510.409655,-510.455827,-510.555501
C=NC=CC1=CC=NN1,-397.052345,-397.094833,-397.186579
O=CNCOO,-359.609009,-359.646055,-359.699559
C=NC(C=O)=CC(=O)NC,-493.402133,-493.45178,-493.552189
NCC1CCCON1,-382.382243,-382.423063,-382.571288
C=NC=CC(=O)NC,-380.052411,-380.095046,-380.19031
O=CNCC1CCCON1,-495.7611,-495.808004,-495.961876
C=NC(C=O)=CC1=CN=CO1,-530.300221,-530.346415,-530.433131
NCC1CCONC1,-382.37991,-382.420823,-382.569228
C=NC=CC1=CN=CO1,-416.94136,-416.983078,-417.062993
O=CNCC1CCONC1,-495.756874,-495.802779,-495.95759
C=NC(C=O)=CC1=NC=CO1,-530.295017,-530.341628,-530.427774
C=NC=CC1=NC=CO1,-416.942547,-416.984267,-417.06414
O=CNCC(=O)NC=O,-491.30955,-491.355454,-491.431063
C=NC(C=O)=CC1CNCCN1,-552.069092,-552.120111,-552.293207
NCC1CNCCO1,-382.424248,-382.465173,-382.613803
C=NC=CC1CNCCN1,-438.719492,-438.765173,-438.932277
O=CNCC1CNCCO1,-495.801912,-495.848238,-496.003211
C=NOCC(C)C(C)(CN(C(C)=O)C(C)=O)C(=O)O,-954.941299,-955.011488,-955.286118
C=NOCC(C)C(=O)C(C)(O)CN(C(C)=O)C(C)=O,-954.944961,-955.014282,-955.289361
CC(=O)N(CC(C(O)O)C(C)(C)C(=O)O)C(C)=O,-936.8156,-936.882973,-937.144305
CC(=O)N(CC(C(=O)C(C)(C)O)C(O)O)C(C)=O,-936.798538,-936.867625,-937.126103
CC(=O)NCC(C)C(C)(CC(=O)NC(C)=O)C(=O)O,-955.061073,-955.133245,-955.408394
CC(=O)NCC(C)C(=O)C(C)(O)CC(=O)NC(C)=O,-955.048966,-955.12113,-955.395148
CC(C)(C(=O)O)C(CC(=N)N)CN(C=O)C=O,-856.521407,-856.587193,-856.821546
CC(C)(O)C(=O)C(CC(=N)N)CN(C=O)C=O,-856.517558,-856.583429,-856.817418
CN=CNCC(C)(C(=O)O)C(C)C(N)(N)N,-779.796418,-779.859438,-780.140019
CN=CNCC(C)(O)C(=O)C(C)C(N)(N)N,-779.787317,-779.849532,-780.130332
CC(CC(=N)N)C(C)(CC=O)C(=O)O,-687.787931,-687.844913,-688.058034
CC(CC(=N)N)C(=O)C(C)(O)CC=O,-687.776898,-687.835157,-688.046282
CC(N)=NCC(C)C(C)(CNC=O)C(=O)O,-782.47327,-782.536387,-782.791954
CC(N)=NCC(C)C(=O)C(C)(O)CNC=O,-782.455031,-782.519332,-782.772859
CN=C(N)CC(CC1CCCON1)C(C)(C)C(=O)O,-900.285663,-900.353947,-900.694311
CN=C(N)CC(CC1CCCON1)C(=O)C(C)(C)O,-900.268077,-900.337971,-900.676203
CC(C)=NOCC(C)C(C)(CN(C=O)C=O)C(=O)O,-954.962456,-955.033963,-955.307481
CC(C)=NOCC(C)C(=O)C(C)(O)CN(C=O)C=O,-954.936975,-955.010989,-955.280772
CC(C)=NOCC(C)C(C)(CN)C(=O)O,-728.225881,-728.289216,-728.548126
CC(C)=NOCC(C)C(=O)C(C)(O)CN,-728.211877,-728.276031,-728.533353
CC(C)=NOCC(CC(N)=O)C(C)(C)C(=O)O,-841.617982,-841.685079,-841.952282
CC(C)=NOCC(CC(N)=O)C(=O)C(C)(C)O,-841.600892,-841.668922,-841.934403
CC(CC(C)C(C)(CN1C=CN=C1)C(=O)O)=NO,-858.615103,-858.681178,-858.945416
CC(CC(C)C(=O)C(C)(O)CN1C=CN=C1)=NO,-858.598285,-858.665226,-858.927785
CC=NOCC(CN1CCOC1)(C(=O)O)C(C)C,-880.840195,-880.91024,-881.204837
CC=NOCC(O)(CN1CCOC1)C(=O)C(C)C,-880.823923,-880.894757,-881.187649
CC(CC=NO)C(C)(CC=NO)C(=O)O,-762.917569,-762.979895,-763.191259
CC(CC=NO)C(=O)C(C)(O)CC=NO,-762.913566,-762.974074,-763.187148
CC(CC#N)C(C)(CC=NO)C(=O)O,-686.5402,-686.599227,-686.786285
CC(CC#N)C(=O)C(C)(O)CC=NO,-686.529336,-686.587376,-686.774042
CC=NOCC(C)C(C)(CC(=O)N(C)C)C(=O)O,-880.886843,-880.959665,-881.249705
CC=NOCC(C)C(=O)C(C)(O)CC(=O)N(C)C,-880.876336,-880.950514,-881.239245
CC(C)(C(=O)O)C(CC=NO)CC1=NC=CC=N1,-857.425349,-857.48958,-857.732266
CC(C)(O)C(=O)C(CC=NO)CC1=NC=CC=N1,-857.411677,-857.47713,-857.718228
CC(CN=O)C(C)(CN1CN1)C(=O)O,-703.679631,-703.737109,-703.93584
CC(CN=O)C(=O)C(C)(O)CN1CN1,-703.66912,-703.727143,-703.924538
CC(C(N)(N)N)C(C)(C(=O)O)C(N)N,-702.389527,-702.446651,-702.698502
CC(C(=O)C(C)(O)C(N)N)C(N)(N)N,-702.38338,-702.442416,-702.691279
CC(=N)CC(C)C(C)(CC1CCCCC1)C(=O)O,-792.983359,-793.051824,-793.410071
CC(=N)CC(C)C(=O)C(C)(O)CC1CCCCC1,-792.975656,-793.044004,-793.401418
CC(C)(C(=O)O)C(CC=N)C(N)N,-629.770723,-629.826859,-630.047966
CC(C)(O)C(=O)C(CC=N)C(N)N,-629.757066,-629.814387,-630.033903
CC(CC#N)C(C)(COO)C(=O)O,-668.278624,-668.333364,-668.505458
CC(CC#N)C(=O)C(C)(O)COO,-668.263675,-668.319291,-668.48957
CC=NCC(C)(C(=O)O)C(C)CNC(C)=O,-766.399956,-766.466239,-766.72916
CC=NCC(C)(O)C(=O)C(C)CNC(C)=O,-766.383045,-766.449264,-766.711106
CC(CN(C)C)C(C)(CC1=NC=CN=C1)C(=O)O,-822.700558,-822.7657,-823.055204
CC(CN(C)C)C(=O)C(C)(O)CC1=NC=CN=C1,-822.687429,-822.753192,-823.041197
CNCC(C)(C(=O)O)C(C)CC1CCOOC1,-826.659696,-826.724072,-827.031237
CNCC(C)(O)C(=O)C(C)CC1CCOOC1,-826.646501,-826.712416,-827.017422
CC(=O)OCC(COO)(C(=O)O)C(C)C,-803.925787,-803.98613,-804.199182
CC(=O)OCC(O)(COO)C(=O)C(C)C,-803.91082,-803.97354,-804.18317
CC(CC1=NC=CN1)C(C)(COC=O)C(=O)O,-839.269967,-839.332859,-839.559573
CC(CC1=NC=CN1)C(=O)C(C)(O)COC=O,-839.259993,-839.321019,-839.548892
CC(C(O)O)C(C)(CC1=NC=CC=N1)C(=O)O,-839.263246,-839.323831,-839.552653
CC(C(=O)C(C)(O)CC1=NC=CC=N1)C(O)O,-839.256344,-839.315918,-839.545049
CC(C(O)(O)O)C(C)(CC1CNCCO1)C(=O)O,-937.958423,-938.023011,-938.312032
CC(C(=O)C(C)(O)CC1CNCCO1)C(O)(O)O,-937.947081,-938.012725,-938.299965
CC(CC1=NOC=C1)C(C)(CN(C)C=O)C(=O)O,-878.515947,-878.582989,-878.834105
CC(CC1=NOC=C1)C(=O)C(C)(O)CN(C)C=O,-878.505251,-878.571987,-878.822588
CC(CN=C=O)C(C)(CC1CCNO1)C(=O)O,-840.389304,-840.453677,-840.702682
CC(CN=C=O)C(=O)C(C)(O)CC1CCNO1,-840.378514,-840.444935,-840.691048
CC(=O)N(C)CC(C)C(C)(CC(=O)N(C)C)C(=O)O,-920.268959,-920.340515,-920.663975
CC(=O)N(C)CC(C)C(=O)C(C)(O)CC(=O)N(C)C,-920.256451,-920.329486,-920.650652
CC(CNC=O)C(C)(CN1CO1)C(=O)O,-762.957191,-763.017282,-763.232871
CC(CNC=O)C(=O)C(C)(O)CN1CO1,-762.940766,-763.000677,-763.215795
CC(CC1=NOC=C1)C(C)(CC1C=CC=C1)C(=O)O,-863.385644,-863.451327,-863.721799
CC(CC1=NOC=C1)C(=O)C(C)(O)CC1C=CC=C1,-863.375367,-863.440524,-863.710589
CC(CC1=CNN=C1)C(C)(CC1=CC=NC=N1)C(=O)O,-913.794945,-913.861158,-914.128634
CC(CC1=CNN=C1)C(=O)C(C)(O)CC1=CC=NC=N1,-913.783644,-913.852443,-914.116321
CC(C)C(CC1COCN1)(CC1NCN1)C(=O)O,-860.968144,-861.03428,-861.348715
CC(C)C(=O)C(O)(CC1COCN1)CC1NCN1,-860.957041,-861.024356,-861.33743
CC(CC1OO1)C(C)(CN1CCCNC1)C(=O)O,-880.793558,-880.860001,-881.159517
CC(CC1OO1)C(=O)C(C)(O)CN1CCCNC1,-880.779111,-880.846709,-881.144643
CC(=O)N(C=O)CC(C)C(C)(CC1CCC1)C(=O)O,-902.986907,-903.05943,-903.369686
CC(=O)N(C=O)CC(C)C(=O)C(C)(O)CC1CCC1,-902.974161,-903.04479,-903.356197
C=NOCNCN=C(C)N,-491.892802,-491.941944,-492.091284
C=NOCN(CN=C(C)N)C(=C)C,-608.584688,-608.642002,-608.847492
CC(CNCN(C)C=N)=NO,-531.206322,-531.258858,-531.435327
C=C(C)N(CC(C)=NO)CN(C)C=N,-647.896085,-647.956965,-648.18902
COOCNCNC=O,-493.556586,-493.605272,-493.725073
C=C(C)N(CNC=O)COOC,-610.249719,-610.30555,-610.482655
C#CCC1=CN=CC=N1,-379.786673,-379.82836,-379.908833
C=C(CC1=CN=CC=N1)N(C)COOC,-704.664785,-704.72251,-704.928807
CN(C=O)CNCC(N)=O,-511.895216,-511.94444,-512.083534
C=C(C)N(CC(N)=O)CN(C)C=O,-628.583332,-628.641569,-628.83589
CC(=O)N(C=O)NC(CC=COC=O)C(N)=O,-891.241309,-891.307479,-891.492548
C=CNN(C=O)C(C)=O,-455.296989,-455.342291,-455.440925
NC(=O)C=COC=O,-435.9204,-435.963419,-436.023512
CC(=O)N(C=CCC(N)C(=O)NC1=NOC=C1)C(C)=O,-986.853811,-986.925657,-987.160075
CC(=O)N(C=CC(=O)NC1=NOC=C1)C(C)=O,-852.893961,-852.958044,-853.122036
CC(=O)N(C=O)NC(CC=CC1CCOCN1)C(N)=O,-989.231333,-989.303642,-989.587193
NC(=O)C=CC1CCOCN1,-533.911927,-533.960719,-534.119042
CN=C(NC(CC=CON=C(C)C)C(N)=O)N(C)C,-895.238101,-895.316102,-895.619447
C=CNC(=NC)N(C)C,-400.634211,-400.682096,-400.838403
CC(C)=NOC=CC(N)=O,-494.579846,-494.632231,-494.752789
C=CCC(NO)C(=O)NC(=N)N,-605.28977,-605.344148,-605.501296
C=CC(=O)NC(=N)N,-396.145894,-396.188345,-396.273924
C=CCC(NC=NO)C(=O)NO,-625.114195,-625.169081,-625.311734
C=CC(=O)NO,-322.495832,-322.533084,-322.586189
C=CNC=NO,-302.589467,-302.628315,-302.692205
C=CCC(C(=O)NN=CC)N(O)O,-664.384938,-664.441266,-664.611066
C=CC(=O)NN=CC,-380.031068,-380.073581,-380.16949
C=CN(O)O,-284.320595,-284.355113,-284.403898
CC(=O)N(C)C=CCC(N)C(=O)NC#N,-720.854763,-720.917069,-721.107907
CC(=O)N(C)C=CC(=O)NC#N,-586.904285,-586.958067,-587.079332
C=CCC(NOC=O)C(=O)NN1CCCCO1,-856.336939,-856.402375,-856.636586
C=CNOC=O,-322.483383,-322.521518,-322.573521
CC(=O)OC=CCC(N)C(=O)NC(N)=O,-777.939796,-778.001354,-778.180877
CC(=O)OC=CC(=O)NC(N)=O,-643.98429,-644.03871,-644.147032
CN(C)C(=O)NC(=O)C(N)CC=CN1C=CN=C1,-853.635212,-853.702974,-853.944129
CN(C)C(=O)NC(=O)C=CN1C=CN=C1,-719.679156,-719.738305,-719.909726
C=CCC(NNC=O)C(=O)NC1OCCCO1,-856.443751,-856.507007,-856.745996
C=CC(=O)NC1OCCCO1,-553.794043,-553.843363,-553.987644
C=CCC(NC1C=CC=C1)C(=O)NC1=CN=CO1,-819.067094,-819.131262,-819.350857
C=CC(=O)NC1=CN=CO1,-492.223152,-492.267576,-492.351035
C=CNC1C=CC=C1,-326.813687,-326.8545,-326.964855
NC(=O)C(CC=CC1CCOOC1)NC1=NOC=C1,-932.55936,-932.62736,-932.872355
C=CNC1=NOC=C1,-378.812246,-378.852855,-378.927852
NC(=O)C=CC1CCOOC1,-553.719284,-553.768045,-553.912257
NC(CC=CC1CNCCN1)C(=O)NN1COC1,-855.895407,-855.960562,-856.253263
O=C(C=CC1CNCCN1)NN1COC1,-721.935469,-721.992941,-722.214827
C=CCC(NC1CNCN1)C(=O)NN1CCNC1,-836.032018,-836.099326,-836.403344
C=CC(=O)NN1CCNC1,-474.675792,-474.721734,-474.864748
C=CNC1CNCN1,-361.326742,-361.368891,-361.504196
C=C(ONN(C=O)C=O)C(O)NN(C=O)C(C)=O,-982.438016,-982.50397,-982.681087
C=CC(O)(NN(C=O)C(C)=O)ONN(C=O)C=O,-982.450569,-982.515467,-982.692946
C=C(ON)C(NN)OC(=O)OC(C)=O,-775.635774,-775.696385,-775.84506
C=CC(NN)(ON)OC(=O)OC(C)=O,-775.637018,-775.69709,-775.845412
C=C(ONOC)C(N)OC(=O)OC=O,-795.491289,-795.550124,-795.687027
C=CC(N)(ONOC)OC(=O)OC=O,-795.49678,-795.555529,-795.691366
C=C(ONN=C(C)N)C(O)NC(=O)NC(C)=O,-888.559571,-888.627819,-888.834458
C=CC(O)(NC(=O)NC(C)=O)ONN=C(C)N,-888.567458,-888.635175,-888.841545
C=C(ON)C(NC1=CN=CC=N1)OC(=N)N,-791.004424,-791.06591,-791.240764
C=CC(NC1=CN=CC=N1)(ON)OC(=N)N,-791.003972,-791.063271,-791.239033
C=C(ONC(=N)NC)C(O)NC1CNNC1,-794.514475,-794.578485,-794.822818
C=CC(O)(NC1CNNC1)ONC(=N)NC,-794.521572,-794.584095,-794.829422
C=C(ON)C(NOO)OC=NO,-698.025874,-698.080725,-698.196573
C=CC(NOO)(ON)OC=NO,-698.024177,-698.076888,-698.194128
C=C(ON)C(NC(C)=N)ON=C(C)C,-683.801729,-683.866886,-684.06928
C=CC(NC(C)=N)(ON)ON=C(C)C,-683.800829,-683.863129,-684.067766
CN=C(C)NC(O)C(=CN1CCOC1)ON,-798.362696,-798.427824,-798.669197
CN=C(C)NC(O)(C=CN1CCOC1)ON,-798.380096,-798.446567,-798.685239
C=C(ONC1=CC=NC=N1)C(O)NN(C)C=O,-850.17154,-850.232928,-850.424592
C=CC(O)(NN(C)C=O)ONC1=CC=NC=N1,-850.184078,-850.245641,-850.435911
C=C(ONC1=NC=CO1)C(N)ON(C)C=O,-831.899321,-831.961485,-832.132607
C=CC(N)(ONC1=NC=CO1)ON(C)C=O,-831.906173,-831.966568,-832.138403
C=C(ONN1CCCCN1)C(O)NC1CCNO1,-892.934009,-893.000591,-893.289676
C=CC(O)(NC1CCNO1)ONN1CCCCN1,-892.940533,-893.005829,-893.294907
CC(=N)CC(O)(CN(C=O)C=O)C(=N)C(C)C,-820.54075,-820.608855,-820.863497
CC(=N)CC1(CN(C=O)C=O)NC1(O)C(C)C,-820.520901,-820.586995,-820.843935
CC(O)(CC(=O)NC=O)C(=N)C(C)(C)C1=CC=CC=C1,-918.835096,-918.902757,-919.189834
CC1(CC(=O)NC=O)NC1(O)C(C)(C)C1=CC=CC=C1,-918.807536,-918.876156,-919.162115
CN(C)C(=N)C(C)(C)C(=N)C(C)(O)CNC=N,-781.909593,-781.975429,-782.281799
CN(C)C(=N)C(C)(C)C1(O)NC1(C)CNC=N,-781.87675,-781.941742,-782.248592
CN=CNC(C)(C)C(=N)C(C)(O)CC=NO,-762.457488,-762.522156,-762.785139
CN=CNC(C)(C)C1(O)NC1(C)CC=NO,-762.432063,-762.49724,-762.759082
CN=C(N)CC(O)(CN(C=O)C=O)C(=N)C(C)C,-875.91268,-875.981658,-876.254032
CN=C(N)CC1(CN(C=O)C=O)NC1(O)C(C)C,-875.887741,-875.956429,-876.229059
CN=CN(C)CC(O)(CN=C=O)C(=N)C(C)C,-800.630245,-800.698845,-800.965721
CN=CN(C)CC1(CN=C=O)NC1(O)C(C)C,-800.610015,-800.677438,-800.945326
CC(N)=NCC(O)(CC1=CC=CC=C1)C(=N)C(C)C,-824.871833,-824.940453,-825.257155
CC(N)=NCC1(CC2=CC=CC=C2)NC1(O)C(C)C,-824.842071,-824.911221,-825.226819
CC(C)C(=N)C(O)(CC(=N)N)CN1CCCNC1,-821.227397,-821.294332,-821.631842
CC(C)C1(O)NC1(CC(=N)N)CN1CCCNC1,-821.201589,-821.268872,-821.605908
CC=NOC(C)(C)C(=N)C(C)(O)CC(N)=NC,-801.776291,-801.842869,-802.133228
CC=NOC(C)(C)C1(O)NC1(C)CC(N)=NC,-801.74063,-801.80989,-802.096807
CC(C)C(=N)C(O)(CN=N)CC1=CN=CN=C1,-778.312053,-778.375818,-778.613438
CC(C)C1(O)NC1(CN=N)CC1=CN=CN=C1,-778.284179,-778.349007,-778.584819
CC(O)(CC1NN1)C(=N)C(C)(C)N=CN,-703.270398,-703.328577,-703.582736
CC(C)(N=CN)C1(O)NC1(C)CC1NN1,-703.224513,-703.285919,-703.535268
C=NOC(C)(C)C(=N)C(C)(O)CC(=O)NC(C)=O,-895.752565,-895.82081,-896.078969
C=NOC(C)(C)C1(O)NC1(C)CC(=O)NC(C)=O,-895.720795,-895.791517,-896.046663
CC=NOC(C)(C)C(=N)C(C)(O)CON=C(C)C,-860.905806,-860.979457,-861.277657
CC=NOC(C)(C)C1(O)NC1(C)CON=C(C)C,-860.880754,-860.950656,-861.252704
CC(C)(C=NO)C(=N)C(C)(O)C(N)(N)N,-740.425497,-740.485139,-740.737223
CC(C)(C=NO)C1(O)NC1(C)C(N)(N)N,-740.400556,-740.459888,-740.71195
COCC(O)(CN=O)C(=N)C(C)C,-649.542563,-649.602317,-649.803967
COCC1(CN=O)NC1(O)C(C)C,-649.523231,-649.58149,-649.784163
CC(C)=NOC(C)(C)C(=N)C(C)(O)CC(N)=O,-821.701858,-821.768891,-822.046273
CC(C)=NOC(C)(C)C1(O)NC1(C)CC(N)=O,-821.676175,-821.743807,-822.020703
CC(C)=NOCC(C)(O)C(=N)C(C)(C)N1C=CN=C1,-877.992083,-878.059589,-878.362096
CC(C)=NOCC1(C)NC1(O)C(C)(C)N1C=CN=C1,-877.969082,-878.037291,-878.339114
CC=NOCC(C)(O)C(=N)C(C)(C)C1COCCN1,-900.228661,-900.29717,-900.635465
CC=NOCC1(C)NC1(O)C(C)(C)C1COCCN1,-900.197277,-900.265106,-900.603974
C=NOC(C)(C)C(=N)C(C)(O)CON=C(C)C,-821.597649,-821.667355,-821.940045
C=NOC(C)(C)C1(O)NC1(C)CON=C(C)C,-821.577789,-821.645907,-821.920122
CC(O)(CC=N)C(=N)C(C)(C)N=O,-628.469604,-628.526943,-628.71918
CC(C)(N=O)C1(O)NC1(C)CC=N,-628.448298,-628.503601,-628.697146
CC=NOC(C)(C)C(=N)C(C)(O)COOC,-803.332601,-803.399235,-803.656929
CC=NOC(C)(C)C1(O)NC1(C)COOC,-803.308736,-803.374526,-803.632669
CC(CC(C)(O)C(=N)C(C)(C)N(C)C=O)=NO,-821.679235,-821.74367,-822.025069
CC(CC1(C)NC1(O)C(C)(C)N(C)C=O)=NO,-821.642535,-821.707273,-821.987785
CC(=O)OC(=O)C(C)(C)C(=N)C(C)(O)C(N)N,-857.693895,-857.760146,-858.015991
CC(=O)OC(=O)C(C)(C)C1(O)NC1(C)C(N)N,-857.667794,-857.734344,-857.989739
C=NOCC(C)(O)C(=N)C(C)(C)C1=CN=CO1,-819.250215,-819.311708,-819.548539
C=NOCC1(C)NC1(O)C(C)(C)C1=CN=CO1,-819.223713,-819.285013,-819.521896
C=NOCC(C)(O)C(=N)C(C)(C)N1CCO1,-782.236482,-782.298396,-782.551155
C=NOCC1(C)NC1(O)C(C)(C)N1CCO1,-782.215834,-782.279101,-782.529975
CC(=N)C(C)(C)C(=N)C(C)(O)CN,-593.799445,-593.855283,-594.098891
CC(=N)C(C)(C)C1(O)NC1(C)CN,-593.77022,-593.82565,-594.069784
C=NCC(C)(O)C(=N)C(C)(C)C1=NOC=C1,-744.013472,-744.073324,-744.306254
C=NCC1(C)NC1(O)C(C)(C)C1=NOC=C1,-743.986981,-744.046888,-744.279653
C=NCC(O)(CC=N)C(=N)C(C)C,-592.582916,-592.640272,-592.857894
C=NCC1(CC=N)NC1(O)C(C)C,-592.554362,-592.612106,-592.829268
CC(=O)N(CC(O)(COO)C(=N)C(C)C)C(C)=O,-916.798609,-916.865997,-917.137428
CC(=O)N(CC1(COO)NC1(O)C(C)C)C(C)=O,-916.766276,-916.834077,-917.104529
CC(C)C(=N)C(O)(CC1=CN=CN1)C(N)(N)N,-796.821358,-796.883708,-797.160582
CC(C)C1(O)NC1(CC1=CN=CN1)C(N)(N)N,-796.792797,-796.854603,-797.131799
CC(C)(C(=N)C(C)(O)C(N)(N)N)N1CCCN1,-799.13752,-799.199334,-799.523271
CC(C)(N1CCCN1)C1(O)NC1(C)C(N)(N)N,-799.117641,-799.179618,-799.503293
CN(C)C(=O)C(C)(C)C(=N)C(C)(O)CC(=O)O,-841.637934,-841.704201,-841.972439
CN(C)C(=O)C(C)(C)C1(O)NC1(C)CC(=O)O,-841.609375,-841.674385,-841.943607
COOCC(O)(CC1=CC=NN=C1)C(=N)C(C)C,-858.494593,-858.562661,-858.822776
COOCC1(CC2=CC=NN=C2)NC1(O)C(C)C,-858.473143,-858.540424,-858.801172
COC(=O)CC(O)(CC1CCCNN1)C(=N)C(C)C,-900.294569,-900.364039,-900.703461
COC(=O)CC1(CC2CCCNN2)NC1(O)C(C)C,-900.266712,-900.336501,-900.675573
COCC(C)(O)C(=N)C(C)(C)OC(C)=O,-748.137814,-748.200893,-748.446372
COCC1(C)NC1(O)C(C)(C)OC(C)=O,-748.116212,-748.178733,-748.424921
CC(O)(COO)C(=N)C(C)(C)N=C=O,-723.621253,-723.680675,-723.86481
CC(C)(N=C=O)C1(O)NC1(C)COO,-723.598147,-723.655983,-723.841428
CC(O)(COO)C(=N)C(C)(C)C1=CN=CN1,-781.131962,-781.19059,-781.425153
CC1(COO)NC1(O)C(C)(C)C1=CN=CN1,-781.10345,-781.162915,-781.396228
COCC(C)(O)C(=N)C(C)(C)C1NCCCO1,-806.812933,-806.87795,-807.196572
COCC1(C)NC1(O)C(C)(C)C1NCCCO1,-806.79346,-806.856938,-807.176955
CNC(=O)C(C)(C)C(=N)C(C)(O)CN(C=O)C(C)=O,-935.124888,-935.196757,-935.48291
CNC(=O)C(C)(C)C1(O)NC1(C)CN(C=O)C(C)=O,-935.096674,-935.169647,-935.454561
CNC(=O)CC(C)(O)C(=N)C(C)(C)C(=O)N(C)C,-861.049288,-861.117885,-861.426677
CNC(=O)CC1(C)NC1(O)C(C)(C)C(=O)N(C)C,-861.018085,-861.088926,-861.395232
CC(C)C(=N)C(O)(CC(=O)N(C)C)CC1=NOC=C1,-897.905074,-897.975867,-898.264672
CC(C)C1(O)NC1(CC(=O)N(C)C)CC1=NOC=C1,-897.878611,-897.94959,-898.237833
CC(C)C(=N)C(O)(CC1CCNOC1)CN(C)C=O,-900.262239,-900.332548,-900.670613
CC(C)C1(O)NC1(CC1CCNOC1)CN(C)C=O,-900.236369,-900.306199,-900.644545
CC(C)C(=N)C(O)(CN=C=O)CC(=O)N(C)C,-820.554795,-820.624376,-820.878822
CC(C)C1(O)NC1(CN=C=O)CC(=O)N(C)C,-820.524419,-820.593148,-820.848232
CN(C=O)C(C)(C)C(=N)C(C)(O)CC1CCNOC1,-900.247406,-900.316094,-900.654744
CN(C=O)C(C)(C)C1(O)NC1(C)CC1CCNOC1,-900.223731,-900.292345,-900.630906
CC(C)C(=N)C(O)(CC1=CC=NN=C1)CC1=CC=NN1,-893.838379,-893.905479,-894.182794
CC(C)C1(O)NC1(CC1=CC=NN=C1)CC1=CC=NN1,-893.814958,-893.881478,-894.159068
CC(C)C(=N)C(O)(CC1C=CC=C1)CC1COCN1,-845.875021,-845.94368,-846.272479
CC(C)C1(O)NC1(CC1C=CC=C1)CC1COCN1,-845.848321,-845.91586,-846.245173
CC(O)(CC1=CC=NO1)C(=N)C(C)(C)C1=CC=NN=C1,-913.692537,-913.757358,-914.022908
CC1(CC2=CC=NO2)NC1(O)C(C)(C)C1=CC=NN=C1,-913.662761,-913.728526,-913.99284
CC(=O)N(C=O)CC(C)(O)C(=N)C(C)(C)C1=CNN=C1,-952.118042,-952.185047,-952.472171
CC(=O)N(C=O)CC1(C)NC1(O)C(C)(C)C1=CNN=C1,-952.084133,-952.15414,-952.437734
CC(O)(CC1NCCN1)C(=N)C(C)(C)C1CNCOC1,-919.676649,-919.746729,-920.130075
CC1(CC2NCCN2)NC1(O)C(C)(C)C1CNCOC1,-919.646638,-919.71586,-920.099497
CC(O)(CN1CO1)C(=N)C(C)(C)C1OCCO1,-841.479501,-841.542975,-841.813418
CC1(CN2CO2)NC1(O)C(C)(C)C1OCCO1,-841.455567,-841.518792,-841.789794
CC(=O)NC(=O)CC(O)(CC1COCO1)C(=N)C(C)C,-994.277701,-994.350972,-994.655394
CC(=O)NC(=O)CC1(CC2COCO2)NC1(O)C(C)C,-994.261811,-994.335054,-994.639285
CC(=O)N(C=O)CC(C)(O)C(=N)C(C)(C)C(=O)OC=O,-1029.07231,-1029.145056,-1029.398821
